"doi","container.title","title","author","type","publisher"
"10.1085/jgp.201912467","Journal of General Physiology","EmrE reminds us to expect the unexpected in membrane transport","http://orcid.org/0000-0003-3509-5997","journal-article","Rockefeller University Press"
"10.1103/physrevresearch.2.013210","Physical Review Research","Possible nonequilibrium imprint in the cosmic background at low frequencies","http://orcid.org/0000-0002-4513-9191","journal-article","American Physical Society (APS)"
"10.1016/j.jmb.2014.07.005","Journal of Molecular Biology","Flipping through the Genetic Code: New Developments in Discrimination between Cognate and Near-Cognate tRNAs and the Effect of Antibiotics","Karissa Y.","journal-article","Elsevier BV"
"10.1017/s0033583516000056","Quarterly Reviews of Biophysics","The molecular choreography of protein synthesis: translational control, regulation, and pathways","Jin","journal-article","Cambridge University Press (CUP)"
"10.1017/s0033583509990060","Quarterly Reviews of Biophysics","Elongation in translation as a dynamic interaction among the ribosome, tRNA, and elongation factors EF-G and EF-Tu","Xabier","journal-article","Cambridge University Press (CUP)"
"10.1017/s0033583500005254","Quarterly Reviews of Biophysics","Costs of accuracy determined by a maximal growth rate constraint","Måns","journal-article","Cambridge University Press (CUP)"
"10.1017/s0033583500005370","Quarterly Reviews of Biophysics","Constraints on the accuracy of messenger RNA movement","C. G.","journal-article","Cambridge University Press (CUP)"
"10.1017/s0033583500002869","Quarterly Reviews of Biophysics","Multi-stage proofreading in DNA replication","Robert A.","journal-article","Cambridge University Press (CUP)"
"10.1017/s0033583500005205","Quarterly Reviews of Biophysics","Free energy cost and accuracy in branched selection processes of biosynthesis","Clas","journal-article","Cambridge University Press (CUP)"
"10.1017/s0033583500001669","Quarterly Reviews of Biophysics","Free-energy dissipation constrainst on the accuracy of enzymatic selections","C.","journal-article","Cambridge University Press (CUP)"
"10.1016/j.bpj.2022.03.005","Biophysical Journal","Diffusion control in biochemical specificity","http://orcid.org/0000-0002-1952-4109","journal-article","Elsevier BV"
"10.1016/j.bpj.2021.11.024","Biophysical Journal","Slowest-first protein translation scheme: Structural asymmetry and co-translational folding","http://orcid.org/0000-0002-1496-3807","journal-article","Elsevier BV"
"10.1016/j.bpj.2021.10.039","Biophysical Journal","Kinetic origin of nucleosome invasion by pioneer transcription factors","Anupam","journal-article","Elsevier BV"
"10.1073/pnas.1808775116","Proceedings of the National Academy of Sciences","Nonequilibrium correlations in minimal dynamical models of polymer copying","Jenny M.","journal-article","Proceedings of the National Academy of Sciences"
"10.1073/pnas.1806859115","Proceedings of the National Academy of Sciences","Effective design principles for leakless strand displacement systems","Boya","journal-article","Proceedings of the National Academy of Sciences"
"10.1038/nphys2302","Nature Physics","The price of accuracy","Pieter Rein","journal-article","Springer Science and Business Media LLC"
"10.1038/nphys2276","Nature Physics","The energy–speed–accuracy trade-off in sensory adaptation","Ganhui","journal-article","Springer Science and Business Media LLC"
"10.3390/ijms24032266","International Journal of Molecular Sciences","Understanding How Cells Probe the World: A Preliminary Step towards Modeling Cell Behavior?","http://orcid.org/0000-0001-6185-6572","journal-article","MDPI AG"
"10.1126/science.1248737","Science","Specificity of the anaphase-promoting complex: A single-molecule study","Ying","journal-article","American Association for the Advancement of Science (AAAS)"
"10.1021/bi00002a013","Biochemistry","Allosteric Regulation of the ATP Sulfurylase Associated GTPase","Ruixiu","journal-article","American Chemical Society (ACS)"
"10.1021/bi00686a010","Biochemistry","Demonstration of two reaction pathways for the aminoacylation of tRNA. Application of the pulsed quenched flow technique","Alan R.","journal-article","American Chemical Society (ACS)"
"10.1016/j.btecx.2020.100024","Journal of Biotechnology","A bead-based method for the removal of the amino acid lysine from cell-free transcription-translation systems","Marc","journal-article","Elsevier BV"
"10.1016/s0021-9258(18)91061-6","Journal of Biological Chemistry","Decoding at the ribosomal A site. The effect of a defined codon-anticodon mismatch upon the behavior of bound aminoacyl transfer RNA.","H","journal-article","Elsevier BV"
"10.1007/bf00931489","Origins of Life","Origin of translation: The hypothesis of permanently attached adaptors","Sanjay","journal-article","Springer Science and Business Media LLC"
"10.1007/bf00266619","Molecular and General Genetics MGG","Mutations determining generalized resistance to aminoglycoside antibiotics in Escherichia coli","Sigríður H.","journal-article","Springer Science and Business Media LLC"
"10.1073/pnas.2211203120","Proceedings of the National Academy of Sciences","Competing constraints shape the nonequilibrium limits of cellular decision-making","http://orcid.org/0000-0001-6832-6152","journal-article","Proceedings of the National Academy of Sciences"
"10.1073/pnas.2212795120","Proceedings of the National Academy of Sciences","Proofreading does not result in more reliable ligand discrimination in receptor signaling due to its inherent stochasticity","http://orcid.org/0000-0002-5819-2629","journal-article","Proceedings of the National Academy of Sciences"
"10.1111/gcb.16925","Global Change Biology","Energy use efficiency of soil microorganisms: Driven by carbon recycling and reduction","http://orcid.org/0000-0002-8000-2908","journal-article","Wiley"
"10.1073/pnas.2213067120","Proceedings of the National Academy of Sciences","Immune cells use active tugging forces to distinguish affinity and accelerate evolution","Hongda","journal-article","Proceedings of the National Academy of Sciences"
"10.1073/pnas.2215694120","Proceedings of the National Academy of Sciences","Harnessing αβ T cell receptor mechanobiology to achieve the promise of immuno-oncology","http://orcid.org/0000-0003-1048-5526","journal-article","Proceedings of the National Academy of Sciences"
"10.1093/nar/gkad007","Nucleic Acids Research","The tRNA identity landscape for aminoacylation and beyond","http://orcid.org/0000-0001-9662-1482","journal-article","Oxford University Press (OUP)"
"10.1146/annurev-biophys-090622-102329","Annual Review of Biophysics","Coding From Binding? Molecular Interactions at the Heart of Translation","Bojan","journal-article","Annual Reviews"
"10.1002/wrna.1792","WIREs RNA","Translation machinery captured in motion","http://orcid.org/0000-0001-7600-0734","journal-article","Wiley"
"10.1002/yea.3374","Yeast","The problem of genetic code misreading during protein synthesis","Kartikeya","journal-article","Wiley"
"10.1111/1751-7915.13378","Microbial Biotechnology","Omnipresent Maxwell's demons orchestrate information management in living cells","Grégory","journal-article","Wiley"
"10.1021/ac2032222","Analytical Chemistry","Opportunities for Sensitive Plasma Proteome Analysis","Ulf","journal-article","American Chemical Society (ACS)"
"10.1128/jvi.01606-18","Journal of Virology","Chikungunya Virus Fidelity Variants Exhibit Differential Attenuation and Population Diversity in Cell Culture and Adult Mice","Kasen K.","journal-article","American Society for Microbiology"
"10.1128/jvi.01031-17","Journal of Virology","Complexities of Viral Mutation Rates","http://orcid.org/0000-0001-7745-6995","journal-article","American Society for Microbiology"
"10.1016/j.cccn.2005.04.038","Clinica Chimica Acta","Pyrosequencing: History, biochemistry and future","Afshin","journal-article","Elsevier BV"
"10.1016/j.pbiomolbio.2011.07.011","Progress in Biophysics and Molecular Biology","Basic statistical recipes for the emergence of biochemical discernment","Denis","journal-article","Elsevier BV"
"10.1016/j.pbiomolbio.2009.12.007","Progress in Biophysics and Molecular Biology","How transcription factors can adjust the gene expression floodgates","Denis","journal-article","Elsevier BV"
"10.1111/j.1432-1033.1986.tb09609.x","European Journal of Biochemistry","The increase by spermidine of fidelity of protamine synthesis in a wheat-germ cell-free system","Kiyoshi","journal-article","Wiley"
"10.1101/cshperspect.a032474","Cold Spring Harbor Perspectives in Biology","Relating Structure and Dynamics in RNA Biology","Kevin P.","journal-article","Cold Spring Harbor Laboratory"
"10.1016/j.molcel.2007.01.015","Molecular Cell","Kinetic Discrimination of tRNA Identity by the Conserved Motif 2 Loop of a Class II Aminoacyl-tRNA Synthetase","Ethan C.","journal-article","Elsevier BV"
"10.1093/nar/gkz902","Nucleic Acids Research","Direct interplay between stereochemistry and conformational preferences in aminoacylated oligoribonucleotides","Anton A","journal-article","Oxford University Press (OUP)"
"10.1002/ange.200900647","Angewandte Chemie","Fehlerkorrektur während der Proteinbiosynthese","Mathias","journal-article","Wiley"
"10.1200/cci.18.00057","JCO Clinical Cancer Informatics","Understanding the Dynamics of T-Cell Activation in Health and Disease Through the Lens of Computational Modeling","Jennifer A.","journal-article","American Society of Clinical Oncology (ASCO)"
"10.1021/acs.jpclett.0c01073","The Journal of Physical Chemistry Letters","Trade-Offs between Speed, Accuracy, and Dissipation in tRNA<sup>Ile</sup> Aminoacylation","Qiwei","journal-article","American Chemical Society (ACS)"
"10.1021/acs.jpclett.0c00545","The Journal of Physical Chemistry Letters","Thermodynamic Cost, Speed, Fluctuations, and Error Reduction of Biological Copy Machines","Yonghyun","journal-article","American Chemical Society (ACS)"
"10.1063/5.0043671","The Journal of Chemical Physics","Thermodynamic uncertainty relation to assess biological processes","http://orcid.org/0000-0002-8713-1294","journal-article","AIP Publishing"
"10.1515/bchm2.1978.359.2.1541","Hoppe-Seyler´s Zeitschrift für physiologische Chemie","Asymmetrische Synthesen mit unbegrenzter Stereoselektivität. Die Synthese isomerenfreier Peptid-Derivate mittels stereoselektiver Vierkomponenten-Kondensation","Reinhard","journal-article","Walter de Gruyter GmbH"
"10.1371/journal.pcbi.1009913","PLOS Computational Biology","Packaging contests between viral RNA molecules and kinetic selectivity","Inbal","journal-article","Public Library of Science (PLoS)"
"10.1371/journal.pgen.1003810","PLoS Genetics","Phenotypic and Genetic Consequences of Protein Damage","Anita","journal-article","Public Library of Science (PLoS)"
"10.1088/1367-2630/18/3/033006","New Journal of Physics","Non-equilibrium steady states of stochastic processes with intermittent resetting","Stephan","journal-article","IOP Publishing"
"10.1088/1367-2630/17/5/055026","New Journal of Physics","Nonequilibrium sensing and its analogy to kinetic proofreading","David","journal-article","IOP Publishing"
"10.1126/scisignal.abj9842","Science Signaling","The perception and response of T cells to a changing environment are based on the law of initial value","http://orcid.org/0000-0001-5423-2542","journal-article","American Association for the Advancement of Science (AAAS)"
"10.1016/j.jmb.2013.07.003","Journal of Molecular Biology","How Does the Ribosome Sense a Cognate tRNA?","Harry F.","journal-article","Elsevier BV"
"10.1016/j.jmb.2013.02.038","Journal of Molecular Biology","Steric Complementarity in the Decoding Center Is Important for tRNA Selection by the Ribosome","Prashant K.","journal-article","Elsevier BV"
"10.1016/j.jmb.2012.10.009","Journal of Molecular Biology","Interrelationship between HIV-1 Fitness and Mutation Rate","Michael J.","journal-article","Elsevier BV"
"10.1016/j.jmb.2012.07.025","Journal of Molecular Biology","Molecular Recognition of Canonical and Deaminated Bases by P. abyssi Family B DNA Polymerase","Jérôme","journal-article","Elsevier BV"
"10.3109/10409237909102564","CRC Critical Reviews in Biochemistry","The Role of Metal Ions in the Mechanisms of DNA and RNA Polymerase","Albert S.","journal-article","Informa UK Limited"
"10.1016/j.ijmm.2013.07.006","International Journal of Medical Microbiology","The contribution of common rpsL mutations in Escherichia coli to sensitivity to ribosome targeting antibiotics","Gidi","journal-article","Elsevier BV"
"10.1016/j.bpj.2020.06.002","Biophysical Journal","Relaxation Times of Ligand-Receptor Complex Formation Control T Cell Activation","Hamid","journal-article","Elsevier BV"
"10.1529/biophysj.108.131771","Biophysical Journal","Cooperativity and Specificity in Enzyme Kinetics: A Single-Molecule Time-Based Perspective","Hong","journal-article","Elsevier BV"
"10.1128/mcb.15.1.298","Molecular and Cellular Biology","Pulling the Ribosome out of Frame by 11 at a Programmed Frameshift Site by Cognate Binding of Aminoacyl-tRNA","Suchira","journal-article","Informa UK Limited"
"10.1073/pnas.131215498","Proceedings of the National Academy of Sciences","Signaling cascades: Escape from kinetic proofreading","Jr.","journal-article","Proceedings of the National Academy of Sciences"
"10.1073/pnas.1721096115","Proceedings of the National Academy of Sciences","Topological localization in out-of-equilibrium dissipative systems","Kinjal","journal-article","Proceedings of the National Academy of Sciences"
"10.1016/j.bpj.2012.11.2341","Biophysical Journal","Kinetic Mechanism for Viral DSRNA Length Discrimination by MDA5 Filaments","Myung","journal-article","Elsevier BV"
"10.1016/j.cossms.2018.11.002","Current Opinion in Solid State and Materials Science","Thermodynamic costs of dynamic function in active soft matter","Yong","journal-article","Elsevier BV"
"10.1038/44872","Nature","A kinetic proofreading mechanism for disentanglement of DNA by topoisomerases","Jie","journal-article","Springer Science and Business Media LLC"
"10.1002/qua.560230238","International Journal of Quantum Chemistry","Thermodynamic aspects on accuracy in the synthesis of biomolecules","Clas","journal-article","Wiley"
"10.1002/qua.20385","International Journal of Quantum Chemistry","Green's function calculation of through‐bond electronic coupling in donor–bridge–acceptor model systems II: Importance factors applied to atomic sites","O. L.","journal-article","Wiley"
"10.1103/physreve.106.064128","Physical Review E","Reformulating nonequilibrium steady states and generalized Hopfield discrimination","http://orcid.org/0000-0002-5267-0749","journal-article","American Physical Society (APS)"
"10.1002/ange.202309501","Angewandte Chemie","Artificial Molecular Ratchets: Tools Enabling Endergonic Processes","http://orcid.org/0000-0002-1749-0531","journal-article","Wiley"
"10.1016/j.it.2021.09.004","Trends in Immunology","Staggered starts in the race to T cell activation","Arianne C.","journal-article","Elsevier BV"
"10.1126/science.8146659","Science","Mutational Isolation of a Sieve for Editing in a Transfer RNA Synthetase","Eric","journal-article","American Association for the Advancement of Science (AAAS)"
"10.1021/bi00528a001","Biochemistry","Discrimination between D- and L-tyrosyl transfer ribonucleic acids in peptide chain elongation","T.","journal-article","American Chemical Society (ACS)"
"10.1021/bi00580a034","Biochemistry","Magnesium ion dependent rabbit skeletal muscle myosin guanosine and thioguanosine triphosphatase mechanism and a novel guanosine diphosphatase reaction","John F.","journal-article","American Chemical Society (ACS)"
"10.1103/physreve.105.044140","Physical Review E","State-space renormalization group theory of nonequilibrium reaction networks: Exact solutions for hypercubic lattices in arbitrary dimensions","http://orcid.org/0000-0003-0610-3484","journal-article","American Physical Society (APS)"
"10.1016/j.cbpa.2010.08.001","Current Opinion in Chemical Biology","A proposal for kinetic proof reading by ISWI family chromatin remodeling motors","Geeta J","journal-article","Elsevier BV"
"10.1021/acs.jpcb.7b06828","The Journal of Physical Chemistry B","Anisotropic Fluctuations in the Ribosome Determine tRNA Kinetics","http://orcid.org/0000-0003-3286-3292","journal-article","American Chemical Society (ACS)"
"10.1016/j.cell.2018.04.005","Cell","A Post-Transcriptional Feedback Mechanism for Noise Suppression and Fate Stabilization","Maike M.K.","journal-article","Elsevier BV"
"10.1128/jb.170.8.3756-3760.1988","Journal of Bacteriology","Is efficiency of suppressor tRNAs controlled at the level of ribosomal proofreading in vivo?","M","journal-article","American Society for Microbiology"
"10.1155/2010/960298","Archaea","Fidelity in Archaeal Information Processing","Bart","journal-article","Hindawi Limited"
"10.3389/fendo.2022.1029177","Frontiers in Endocrinology","Tenuous transcriptional threshold of human sex determination. II. SRY exploits water-mediated clamp at the edge of ambiguity","Joseph D.","journal-article","Frontiers Media SA"
"10.1021/acs.jpclett.3c00345","The Journal of Physical Chemistry Letters","Synergy among Pausing, Intrinsic Proofreading, and Accessory Proteins Results in Optimal Transcription Speed and Tolerable Accuracy","Tripti","journal-article","American Chemical Society (ACS)"
"10.1016/j.bpj.2023.02.028","Biophysical Journal","Error-suppression mechanism of PCR by blocker strands","Hiroyuki","journal-article","Elsevier BV"
"10.1016/j.bpj.2022.12.028","Biophysical Journal","Bridging ribosomal synthesis to cell growth through the lens of kinetics","Luan Quang","journal-article","Elsevier BV"
"10.1016/j.molcel.2023.01.019","Molecular Cell","E3 ligase autoinhibition by C-degron mimicry maintains C-degron substrate fidelity","http://orcid.org/0000-0002-7688-5568","journal-article","Elsevier BV"
"10.15406/mojabb.2021.05.00151","MOJ Applied Bionics and Biomechanics","How to reduce the dilemma between graceful aging and reverse aging","Harold","journal-article","MedCrave Group Kft."
"10.1098/rsif.2022.0810","Journal of The Royal Society Interface","Cells as the first data scientists","http://orcid.org/0000-0001-8212-3036","journal-article","The Royal Society"
"10.1007/s10739-014-9382-3","Journal of the History of Biology","Causes of Aging Are Likely to be Many: Robin Holliday and Changing Molecular Approaches to Cell Aging, 1963–1988","Lijing","journal-article","Springer Science and Business Media LLC"
"10.1016/j.cplett.2011.12.065","Chemical Physics Letters","From anomalies in neat liquid to structure, dynamics and function in the biological world","Biman","journal-article","Elsevier BV"
"10.1158/2326-6066.cir-15-0042","Cancer Immunology Research","αβ TCR-Mediated Recognition: Relevance to Tumor-Antigen Discovery and Cancer Immunotherapy","Ellis L.","journal-article","American Association for Cancer Research (AACR)"
"10.1002/wsbm.1306","WIREs Systems Biology and Medicine","Topology, dynamics, and heterogeneity in immune signaling","J. Taylor","journal-article","Wiley"
"10.1586/epr.13.7","Expert Review of Proteomics","Sensitivity and specificity: twin goals of proteomics assays. Can they be combined?","Robert","journal-article","Informa UK Limited"
"10.1038/ncomms1850","Nature Communications","Prediction of variable translation rate effects on cotranslational protein folding","Edward P.","journal-article","Springer Science and Business Media LLC"
"10.1093/nar/gkz701","Nucleic Acids Research","Insights into the base-pairing preferences of 8-oxoguanosine on the ribosome","Erica N","journal-article","Oxford University Press (OUP)"
"10.1093/nar/gkz254","Nucleic Acids Research","Single-stranded regions modulate conformational dynamics and ATPase activity of eIF4A to optimize 5′-UTR unwinding","Alexandra Zoi","journal-article","Oxford University Press (OUP)"
"10.1093/nar/gkz008","Nucleic Acids Research","Kinetic analysis of <i>N</i>-alkylaryl carboxamide hexitol nucleotides as substrates for evolved polymerases","Marleen","journal-article","Oxford University Press (OUP)"
"10.1007/s00018-017-2503-3","Cellular and Molecular Life Sciences","Integration of mRNP formation and export","Petra","journal-article","Springer Science and Business Media LLC"
"10.1016/j.plrev.2010.08.002","Physics of Life Reviews","How could prebiotic molecules make the code and how all this is related to proteins?","Tsvi","journal-article","Elsevier BV"
"10.1371/journal.pone.0113516","PLoS ONE","Breaking an Epigenetic Chromatin Switch: Curious Features of Hysteresis in Saccharomyces cerevisiae Telomeric Silencing","Vijayalakshmi H.","journal-article","Public Library of Science (PLoS)"
"10.1371/journal.pone.0065623","PLoS ONE","Design of High-Specificity Nanocarriers by Exploiting Non-Equilibrium Effects in Cancer Cell Targeting","Konstantinos","journal-article","Public Library of Science (PLoS)"
"10.1371/journal.pcbi.1008359","PLOS Computational Biology","A first-takes-all model of centriole copy number control based on cartwheel elongation","http://orcid.org/0000-0002-7023-799X","journal-article","Public Library of Science (PLoS)"
"10.1371/journal.pcbi.1008654","PLOS Computational Biology","Design principles for the glycoprotein quality control pathway","http://orcid.org/0000-0002-6600-8289","journal-article","Public Library of Science (PLoS)"
"10.1371/journal.pcbi.1007884","PLOS Computational Biology","A systems-biology approach to molecular machines: Exploration of alternative transporter mechanisms","http://orcid.org/0000-0001-7876-4359","journal-article","Public Library of Science (PLoS)"
"10.1371/journal.pcbi.1007789","PLOS Computational Biology","A kinetic mechanism for enhanced selectivity of membrane transport","http://orcid.org/0000-0003-1789-762X","journal-article","Public Library of Science (PLoS)"
"10.1088/1367-2630/16/10/103024","New Journal of Physics","Efficiency of cellular information processing","Andre C","journal-article","IOP Publishing"
"10.1016/j.bpj.2018.08.013","Biophysical Journal","Multiplex Single-Molecule DNA Barcoding Using an Oligonucleotide Ligation Assay","Ivo","journal-article","Elsevier BV"
"10.1016/j.mib.2008.02.015","Current Opinion in Microbiology","Rate and accuracy of bacterial protein synthesis revisited","Magnus","journal-article","Elsevier BV"
"10.1073/pnas.1721431115","Proceedings of the National Academy of Sciences","Decoding on the ribosome depends on the structure of the mRNA phosphodiester backbone","Hannah E.","journal-article","Proceedings of the National Academy of Sciences"
"10.1073/pnas.1119911109","Proceedings of the National Academy of Sciences","Speed, dissipation, and error in kinetic proofreading","Arvind","journal-article","Proceedings of the National Academy of Sciences"
"10.1088/1742-5468/ac85e8","Journal of Statistical Mechanics: Theory and Experiment","Processive and distributive non-equilibrium networks discriminate in alternate limits","Gaurav G","journal-article","IOP Publishing"
"10.1038/s41467-022-34516-x","Nature Communications","Biological effects of the loss of homochirality in a multicellular organism","http://orcid.org/0000-0001-9042-4138","journal-article","Springer Science and Business Media LLC"
"10.1073/pnas.1817255116","Proceedings of the National Academy of Sciences","A cell topography-based mechanism for ligand discrimination by the T cell receptor","http://orcid.org/0000-0001-5343-3334","journal-article","Proceedings of the National Academy of Sciences"
"10.1007/bf00596848","Naturwissenschaften","Korrekturschritte bei der Aktivierung der Aminosäuren zur Protein-Biosynthese","F.","journal-article","Springer Science and Business Media LLC"
"10.1088/0953-8984/29/2/025101","Journal of Physics: Condensed Matter","Proofreading of DNA polymerase: a new kinetic model with higher-order terminal effects","Yong-Shun","journal-article","IOP Publishing"
"10.1088/0953-8984/28/15/153004","Journal of Physics: Condensed Matter","Entropy production in mesoscopic stochastic thermodynamics: nonequilibrium kinetic cycles driven by chemical potentials, temperatures, and mechanical forces","Hong","journal-article","IOP Publishing"
"10.1103/physreve.104.034417","Physical Review E","Accuracy and speed of elongation in a minimal model of DNA replication","http://orcid.org/0000-0002-0936-8499","journal-article","American Physical Society (APS)"
"10.1103/physreve.104.014408","Physical Review E","Kinetic assays of DNA polymerase fidelity: A theoretical perspective beyond Michaelis-Menten kinetics","Qiu-Shi","journal-article","American Physical Society (APS)"
"10.1103/physreve.103.062412","Physical Review E","Translational autoregulation of RF2 protein in 
<i>E. coli</i>
 through programmed frameshifting","Ajeet K.","journal-article","American Physical Society (APS)"
"10.1016/j.cbpa.2008.01.016","Current Opinion in Chemical Biology","Proteomics and diagnostics: Let's Get Specific, again","Dom","journal-article","Elsevier BV"
"10.1016/j.cell.2017.03.006","Cell","A DNA-Based T Cell Receptor Reveals a Role for Receptor Clustering in Ligand Discrimination","Marcus J.","journal-article","Elsevier BV"
"10.1016/j.cell.2016.06.012","Cell","Information Integration and Energy Expenditure in Gene Regulation","Javier","journal-article","Elsevier BV"
"10.1016/j.cell.2016.02.047","Cell","The Dark Side of Cell Signaling: Positive Roles for Negative Regulators","Mark A.","journal-article","Elsevier BV"
"10.1016/s0021-9258(18)43486-2","Journal of Biological Chemistry","On the fidelity of DNA replication. The accuracy of Escherichia coli DNA polymerase I in copying natural DNA in vitro.","T.A.","journal-article","Elsevier BV"
"10.7554/elife.60415","eLife","Proofreading through spatial gradients","http://orcid.org/0000-0001-7073-9175","journal-article","eLife Sciences Publications, Ltd"
"10.1101/gad.7.2.173","Genes &amp; Development","Synergism in transcriptional activation: a kinetic view.","D","journal-article","Cold Spring Harbor Laboratory"
"10.1021/acs.jpcb.3c01376","The Journal of Physical Chemistry B","Nonequilibrium Self-Assembly Time Forecasting by the Stochastic Landscape Method","Michael","journal-article","American Chemical Society (ACS)"
"10.1093/nar/gky1178","Nucleic Acids Research","Ribosomal ambiguity (<i>ram</i>) mutations promote the open (off) to closed (on) transition and thereby increase miscoding","Eric D","journal-article","Oxford University Press (OUP)"
"10.1093/nar/gky346","Nucleic Acids Research","Cryo-EM shows stages of initial codon selection on the ribosome by aa-tRNA in ternary complex with GTP and the GTPase-deficient EF-TuH84A","Marcus","journal-article","Oxford University Press (OUP)"
"10.1016/s0167-4781(98)00169-9","Biochimica et Biophysica Acta (BBA) - Gene Structure and Expression","EF-Tu, a GTPase odyssey","Ivo M.","journal-article","Elsevier BV"
"10.1007/bf01933911","Experientia","Theories of enzyme specificity and their application to proteases and aminoacyl-Transfer RNA synthetases","H. R.","journal-article","Springer Science and Business Media LLC"
"10.1051/mmnp/20105313","Mathematical Modelling of Natural Phenomena","The Influence of Look-Ahead on the Error Rate of Transcription","Y. R.","journal-article","EDP Sciences"
"10.1371/journal.pone.0163134","PLOS ONE","Robust and Accurate Discrimination of Self/Non-Self Antigen Presentations by Regulatory T Cell Suppression","Chikara","journal-article","Public Library of Science (PLoS)"
"10.1371/journal.pone.0066112","PLoS ONE","Kinetic Proofreading at Single Molecular Level: Aminoacylation of tRNAIle and the Role of Water as an Editor","Mantu","journal-article","Public Library of Science (PLoS)"
"10.1371/journal.pone.0015004","PLoS ONE","Aptamer-Based Multiplexed Proteomic Technology for Biomarker Discovery","Larry","journal-article","Public Library of Science (PLoS)"
"10.1021/ja511945e","Journal of the American Chemical Society","Structural Evidence for Asymmetrical Nucleotide Interactions in Nitrogenase","F. Akif","journal-article","American Chemical Society (ACS)"
"10.1186/s12915-015-0117-5","BMC Biology","Keeping up with the ′omics: non-equilibrium models of gene regulation","David","journal-article","Springer Science and Business Media LLC"
"10.1186/s12915-014-0102-4","BMC Biology","A framework for modelling gene regulation which accommodates non-equilibrium mechanisms","Tobias","journal-article","Springer Science and Business Media LLC"
"10.1186/1741-7007-12-29","BMC Biology","Models in biology: ‘accurate descriptions of our pathetic thinking’","Jeremy","journal-article","Springer Science and Business Media LLC"
"10.1186/1741-7007-11-110","BMC Biology","Beyond Darwin: evolvability and the generation of novelty","Marc","journal-article","Springer Science and Business Media LLC"
"10.1083/jcb.200909175","Journal of Cell Biology","Stochastic and reversible assembly of a multiprotein DNA repair complex ensures accurate target site recognition and efficient repair","Martijn S.","journal-article","Rockefeller University Press"
"10.1083/jcb.200811080","Journal of Cell Biology","Assembly of multiprotein complexes that control genome function","Christoffel","journal-article","Rockefeller University Press"
"10.1063/5.0018558","The Journal of Chemical Physics","Different time scales in dynamic systems with multiple outcomes","http://orcid.org/0000-0002-3307-9478","journal-article","AIP Publishing"
"10.1063/5.0009747","The Journal of Chemical Physics","Fluctuation theory of immune response: A statistical mechanical approach to understand pathogen induced T-cell population dynamics","http://orcid.org/0000-0001-6411-4347","journal-article","AIP Publishing"
"10.1063/1.5144726","The Journal of Chemical Physics","The guiding role of dissipation in kinetic proofreading networks: Implications for protein synthesis","http://orcid.org/0000-0002-3457-4614","journal-article","AIP Publishing"
"10.1146/annurev.physchem.58.032806.104550","Annual Review of Physical Chemistry","Phosphorylation Energy Hypothesis: Open Chemical Systems and Their Biological Functions","Hong","journal-article","Annual Reviews"
"10.1371/journal.pcbi.1007681","PLOS Computational Biology","A computational framework for a Lyapunov-enabled analysis of biochemical reaction networks","http://orcid.org/0000-0002-6761-4520","journal-article","Public Library of Science (PLoS)"
"10.1103/physrevlett.118.158103","Physical Review Letters","Fundamental Costs in the Production and Destruction of Persistent Polymer Copies","Thomas E.","journal-article","American Physical Society (APS)"
"10.1016/j.jmb.2010.04.038","Journal of Molecular Biology","Conformational Sampling of Aminoacyl-tRNA during Selection on the Bacterial Ribosome","Peter","journal-article","Elsevier BV"
"10.1016/j.jmb.2009.10.031","Journal of Molecular Biology","A Model for all Genomes: The Role of Transcription Factories","Peter R.","journal-article","Elsevier BV"
"10.1038/nnano.2008.190","Nature Nanotechnology","Harnessing biological motors to engineer systems for nanoscale transport and assembly","Anita","journal-article","Springer Science and Business Media LLC"
"10.1016/j.bpj.2017.12.008","Biophysical Journal","The Latest Twists in Chromatin Remodeling","Ralf","journal-article","Elsevier BV"
"10.1016/j.bpj.2017.06.010","Biophysical Journal","Thermodynamic Bounds on the Ultra- and Infra-affinity of Hsp70 for Its Substrates","Basile","journal-article","Elsevier BV"
"10.1529/biophysj.105.066001","Biophysical Journal","T-Cell Activation: A Queuing Theory Analysis at Low Agonist Density","J.R.","journal-article","Elsevier BV"
"10.1529/biophysj.105.080044","Biophysical Journal","Ligand Detection and Discrimination by Spatial Relocalization: A Kinase-Phosphatase Segregation Model of TCR Activation","Nigel J.","journal-article","Elsevier BV"
"10.1016/0301-4622(92)80030-9","Biophysical Chemistry","Catalysis in inverted potential energy profiles","M.","journal-article","Elsevier BV"
"10.1002/anie.202317997","Angewandte Chemie International Edition","Binding of Precursors to Replicator Assemblies Can Improve Replication Fidelity and Mediate Error Correction","http://orcid.org/0000-0002-9706-5323","journal-article","Wiley"
"10.1021/bi00279a005","Biochemistry","Evolutionary aspects of accuracy of phenylalanyl-tRNA synthetase. A comparative study with enzymes from Escherichia coli, Saccharomyces cerevisiae, Neurospora crassa, and turkey liver using phenylalanine analogs","Hans Joachim","journal-article","American Chemical Society (ACS)"
"10.1088/0953-8984/27/6/064108","Journal of Physics: Condensed Matter","Regulatory motifs on ISWI chromatin remodelers: molecular mechanisms and kinetic proofreading","Guillaume","journal-article","IOP Publishing"
"10.1103/physreve.103.052411","Physical Review E","Exploring dissipative sources of non-Markovian biochemical reaction systems","Xiyan","journal-article","American Physical Society (APS)"
